Term_Translated,Campus,Subject,Subject_Name,Course_Title,Description,Units,Units_Min,Units_Max,Prerequisites,Cross_Listing,Course Name
Spring Quarter 2225,UCSC,LIT,Literature,Theory and Methods,Global theories of history and cultural production. Course topic changes; see the Class Search for current topic. May be repeated for credit.,5 units,5,5,Enrollment is restricted to graduate students.,,250
Spring Quarter 2225,UCSC,LIT,Literature,Forms and Aesthetics,"Focuses on various forms and aesthetics in writing. Studentsl read and discuss published examples, then workshop their own writing. Students respond to class texts in a weekly journal and have the opportunity to lead one discussion and design a writing exercise inspired by the reading. Workshop projects may be creative or critical or resist categorization. Course topic changes. Open to all graduate students. May be repeated for credit.",5 units,5,5,Enrollment is restricted to graduate students.,,250B
Spring Quarter 2225,UCSC,LIT,Literature,Topics in Cultural Studies,The course topic changes; see the Class Search for the current topic. May be repeated for credit.,5 units,5,5,Enrollment is restricted to graduate students.,,251
Spring Quarter 2225,UCSC,LIT,Literature,Methods and Materials,"A combined seminar and creative-writing workshop with a concentrated focus on a particular problem, aspect, or genre of poetry or prose writing. Includes reading and analysis of selected texts with critical responses and creative writing. Explores the productive interaction between various practices of scholarship and creative invention. The course topic changes; please see the Class Search for the current topic. May be repeated for credit.",5 units,5,5,Enrollment is restricted to graduate students.,,279A
Spring Quarter 2225,UCSC,LIT,Literature,Teoria Critica en America Latina,Overview of contemporary theoretical issues in Latin American cultural critique. Course topic changes; please see the Class Search for the current topic. May be repeated for credit.,5 units,5,5,Enrollment is restricted to graduate students.,,288Y
Spring Quarter 2225,UCSC,MATH,Mathematics,Precalculus,"Inverse functions and graphs; exponential and logarithmic functions, their graphs, and use in mathematical models of the real world; rates of change; trigonometry, trigonometric functions, and their graphs; and geometric series. Students cannot receive credit for both MATH 3 and AM 3.",5 units,5,5,"Prerequisite(s): MATH 2 or mathematics placement (MP) score of 200 or higher. Students may not enroll in or receive credit for MATH 3 after receiving credit with a 'C' or better in AM 11A, ECON 11A, MATH 11A, MATH 19A, MATH 20A or equivalents.",,3
Spring Quarter 2225,UCSC,MATH,Mathematics,Calculus with Applications,"A modern course stressing conceptual understanding, relevance, and problem solving. The derivative of polynomial, exponential, and trigonometric functions of a single variable is developed and applied to a wide range of problems involving graphing, approximation, and optimization. Students cannot receive credit for both this course and MATH 19A, or AM 11A, or AM 15A, or ECON 11A.",5 units,5,5,Prerequisite(s): MATH 3 or AM 3; or mathematics placement (MP) score of 300 or higher; or qualifying AP exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,11A
Spring Quarter 2225,UCSC,MATH,Mathematics,Calculus with Applications,"Starting with the fundamental theorem of calculus and related techniques, the integral of functions of a single variable is developed and applied to problems in geometry, probability, physics, and differential equations. Polynomial approximations, Taylor series, and their applications conclude the course. Students cannot receive credit for this course and MATH 19B, or AM 11B, or AM 15B, or ECON 11B.",5 units,5,5,Prerequisite(s): MATH 11A or MATH 19A or AM 15A or qualifying exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,11B
Spring Quarter 2225,UCSC,MATH,Mathematics,Mathematics for Life Sciences,"Introduction to mathematical modeling of systems in biology and the environment. Mathematical topics include functions, sequences, conceptual calculus and differential equations, taught through examples, computation, and visualization. Computational tools include interactive graphing software, spreadsheets, and a high-level programming language (e.g., Python). Modeling systems in the environment, ecology, evolution, cell, and molecular biology. Representing systems in state space, and studying change through derivatives. Analyzing equilibria in one- and two-dimensional systems. (Formerly Mathematics for Life and Environmental Sciences.)",5 units,5,5,Prerequisite(s): MATH 3 or AM 3 or mathematics placement (MP) score of 300 or higher or qualifying AP exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,16A
Spring Quarter 2225,UCSC,MATH,Mathematics,Mathematics for Life Sciences,"Mathematical modeling of systems in biology and the environment. Dynamical systems in environmental and life sciences, beginning with a study of oscillation, including trigonometry (sinusoids) and related differential equations. Stochastic systems, including random walks in one and two dimensions, and a study of diffusion. Computational techniques, including vectorization and random number generation, for modeling systems. An introduction to linear algebra, focused on vector geometry in two dimensions, linear transformations, eigenvalues, and eigenvectors. Applications of linear/matrix models and Markov processes to ecology and molecular biology. (Formerly Mathematics for Life and Environmental Sciences.)",5 units,5,5,Prerequisite(s): MATH 16A.,,16B
Spring Quarter 2225,UCSC,MATH,Mathematics,"Calculus for Science, Engineering, and Mathematics","The limit of a function, calculating limits, continuity, tangents, velocities, and other instantaneous rates of change. Derivatives, the chain rule, implicit differentiation, higher derivatives. Exponential functions, inverse functions, and their derivatives. The mean value theorem, monotonic functions, concavity, and points of inflection. Applied maximum and minimum problems. Students cannot receive credit for both this course and MATH 11A, or AM 11A, or AM 15A, or ECON 11A..",5 units,5,5,Prerequisite(s): MATH 3; or mathematics placement (MP) score of 400 or higher; or qualifying AP exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,19A
Spring Quarter 2225,UCSC,MATH,Mathematics,"Calculus for Science, Engineering, and Mathematics","The definite integral and the fundamental theorem of calculus. Areas, volumes. Integration by parts, trigonometric substitution, and partial fractions methods. Improper integrals. Sequences, series, absolute convergence and convergence tests. Power series, Taylor and Maclaurin series. Students cannot receive credit for both this course and MATH 11B, or AM 11B, or AM 15B, or ECON 11B.",5 units,5,5,Prerequisite(s): MATH 19A or MATH 20A or qualifying exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,19B
Spring Quarter 2225,UCSC,MATH,Mathematics,Linear Algebra,"Systems of linear equations matrices, determinants. Introduces abstract vector spaces, linear transformation, inner products, the geometry of Euclidean space, and eigenvalues. Students cannot receive credit for this course and AM 10.",5 units,5,5,Prerequisite(s): MATH 11A or MATH 19A or MATH 20A or AM 11A or ECON 11A or AM 15A.,,21
Spring Quarter 2225,UCSC,MATH,Mathematics,Vector Calculus,"Vectors in n-dimensional Euclidean space. The inner and cross products. The derivative of functions from n-dimensional to m-dimensional Euclidean space is studied as a linear transformation having matrix representation. Paths in 3-dimensions, arc length, vector differential calculus, Taylor's theorem in several variables, extrema of real-valued functions, constrained extrema and Lagrange multipliers, the implicit function theorem, some applications. Students cannot receive credit for this course and MATH 22.",5 units,5,5,Prerequisite(s): MATH 19B or MATH 20B or qualifying AP exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,23A
Spring Quarter 2225,UCSC,MATH,Mathematics,Vector Calculus,"Vectors in n-dimensional Euclidean space. The inner and cross products. The derivative of functions from n-dimensional to m-dimensional Euclidean space is studied as a linear transformation having matrix representation. Paths in 3-dimensions, arc length, vector differential calculus, Taylor's theorem in several variables, extrema of real-valued functions, constrained extrema and Lagrange multipliers, the implicit function theorem, some applications. Students cannot receive credit for this course and MATH 22.",5 units,5,5,Prerequisite(s): MATH 19B or MATH 20B or qualifying AP exam. See the UCSC Exam Equivalency Chart in the Undergraduate Academic Program section of the catalog for details.,,23A
Spring Quarter 2225,UCSC,MATH,Mathematics,Vector Calculus,"Double integral, changing the order of integration. Triple integrals, maps of the plane, change of variables theorem, improper double integrals. Path integrals, line integrals, parametrized surfaces, area of a surface, surface integrals. Green's theorem, Stokes' theorem, conservative fields, Gauss' theorem. Applications to physics and differential equations, differential forms.",5 units,5,5,Prerequisite(s): MATH 23A.,,23B
Spring Quarter 2225,UCSC,MATH,Mathematics,Vector Calculus,"Double integral, changing the order of integration. Triple integrals, maps of the plane, change of variables theorem, improper double integrals. Path integrals, line integrals, parametrized surfaces, area of a surface, surface integrals. Green's theorem, Stokes' theorem, conservative fields, Gauss' theorem. Applications to physics and differential equations, differential forms.",5 units,5,5,Prerequisite(s): MATH 23A.,,23B
Spring Quarter 2225,UCSC,MATH,Mathematics,Introduction to Proof and Problem Solving,"Students learn the basic concepts and ideas necessary for upper-division mathematics and techniques of mathematical proof. Introduction to sets, relations, elementary mathematical logic, proof by contradiction, mathematical induction, and counting arguments.",5 units,5,5,Prerequisite(s): MATH 11A or MATH 19A or MATH 20A; and MATH 21 or AM 10.,,100
Spring Quarter 2225,UCSC,MATH,Mathematics,Complex Analysis,"Complex numbers, analytic and harmonic functions, complex integration, the Cauchy integral formula, Laurent series, singularities and residues, conformal mappings.",5 units,5,5,Prerequisite(s): MATH 23B; and either MATH 100 or CSE 101.,,103A
Spring Quarter 2225,UCSC,MATH,Mathematics,Real Analysis,"Metric spaces, differentiation and integration of functions. The Riemann-Stieltjes integral. Sequences and series of functions.",5 units,5,5,Prerequisite(s): MATH 105A.,,105B
Spring Quarter 2225,UCSC,MATH,Mathematics,Partial Differential Equations,"Topics covered include first and second order linear partial differential equations, the heat equation, the wave equation, Laplace's equation, separation of variables, eigenvalue problems, Green's functions, Fourier series, special functions including Bessel and Legendre functions, distributions and transforms.",5 units,5,5,Prerequisite(s): MATH 21 or AM 10; and MATH 24 or AM 20; and either MATH 100 or CSE 101; MATH 106 is recommended as preparation.,,107
Spring Quarter 2225,UCSC,MATH,Mathematics,Algebra,"Introduction to rings and fields including polynomial rings, factorization, the classical geometric constructions, and Galois theory.",5 units,5,5,Prerequisite(s): MATH 111A.,,111B
Spring Quarter 2225,UCSC,MATH,Mathematics,Combinatorics,"Based on induction and elementary counting techniques: counting subsets, partitions, and permutations; recurrence relations and generating functions; the principle of inclusion and exclusion; Polya enumeration; Ramsey theory or enumerative geometry.",5 units,5,5,"Prerequisite(s): MATH 100 or CSE 101. Enrollment is restricted to sophomores juniors, and seniors. Familiarity with basic group theory is recommended.",,116
Spring Quarter 2225,UCSC,MATH,Mathematics,Advanced Linear Algebra,"Review of abstract vector spaces. Dual spaces, bilinear forms, and the associated geometry. Normal forms of linear mappings. Introduction to tensor products and exterior algebras.",5 units,5,5,Prerequisite(s): MATH 21 or AM 10 and either MATH 100 or CSE 101.,,117
Spring Quarter 2225,UCSC,MATH,Mathematics,Classical Geometry: Euclidean and Non-Euclidean,"Euclidean, projective, spherical, and hyperbolic (non-Euclidean) geometries. Begins with the thirteen books of Euclid. Surveys the other geometries. Attention paid to constructions and visual intuition as well as logical foundations. Rigid motions and projective transformations covered.",5 units,5,5,Prerequisite(s): either MATH 100 or CSE 101.,,128A
Spring Quarter 2225,UCSC,MATH,Mathematics,Introductory Chaos Theory,"The Lorenz and Rossler attractors, measures of chaos, attractor reconstruction, and applications from the sciences.",5 units,5,5,Prerequisite(s): MATH 22 or MATH 23A; MATH 21 or AM 10; MATH 100 or CSE 101. Concurrent enrollment in MATH 145L is required.,,145
Spring Quarter 2225,UCSC,MATH,Mathematics,Introductory Chaos Laboratory,Laboratory sequence illustrating topics covered in MATH 145. One three-hour session per week in microcomputer laboratory.,1 units,1,1,Concurrent enrollment in MATH 145 is required.,,145L
Spring Quarter 2225,UCSC,MATH,Mathematics,Introductory Chaos Laboratory,Laboratory sequence illustrating topics covered in MATH 145. One three-hour session per week in microcomputer laboratory.,1 units,1,1,Concurrent enrollment in MATH 145 is required.,,145L
Spring Quarter 2225,UCSC,MATH,Mathematics,Senior Seminar,Designed to expose the student to topics not normally covered in the standard courses. The format varies from year to year. In recent years each student has written a paper and presented a lecture on it to the class.,5 units,5,5,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; MATH 103A or MATH 105A or MATH 110 or MATH 111A or MATH 111T or MATH 117. Enrollment priority is given to seniors; juniors may request permission from the undergraduate vice chair.,,194
Spring Quarter 2225,UCSC,MATH,Mathematics,Algebra III,"Module theory: Submodules, quotient modules, module homomorphisms, generators of modules, direct sums, free modules, torsion modules, modules over PIDs, and applications to rational and Jordan canonical forms. Field theory: field extensions, algebraic and transcendental extensions, splitting fields, algebraic closures, separable and normal extensions, the Galois theory, finite fields, Galois theory of polynomials.",5 units,5,5,Prerequisite(s): MATH 201 is recommended as preparation. Enrollment is restricted to graduate students.,,202
Spring Quarter 2225,UCSC,MATH,Mathematics,Analysis III,"Banach spaces, Hahn-Banach theorem, uniform boundedness theorem, the open mapping and closed graph theorems, weak and weak* topology, the Banach-Alaoglu theorem, Hilbert spaces, self-adjoint operators, compact operators, spectral theory, Fredholm operators, spaces of distributions and the Fourier transform, and Sobolev spaces.",5 units,5,5,Prerequisite(s): MATH 204 and MATH 205 recommended as preparation. Enrollment is restricted to graduate students.,,206
Spring Quarter 2225,UCSC,MATH,Mathematics,Complex Analysis,"Holomorphic and harmonic functions, Cauchy's integral theorem, the maximum principle and its consequences, conformal mapping, analytic continuation, the Riemann mapping theorem.",5 units,5,5,Prerequisite(s): MATH 103 is recommended as preparation. Enrollment is restricted to graduate students.,,207
Spring Quarter 2225,UCSC,MATH,Mathematics,Manifolds III,"The fundamental group, covering space theory and van Kampen's theorem (with a discussion of free and amalgamated products of groups), CW complexes, higher homotopy groups, cellular and singular cohomology, the Eilenberg-Steenrod axioms, computational tools including Mayer-Vietoris, cup products, Poincaré duality, the Lefschetz fixed point theorem, the exact homotopy sequence of a fibration and the Hurewicz isomorphism theorem, and remarks on characteristic classes.",5 units,5,5,Prerequisite(s): MATH 208 and MATH 209 recommended as preparation. Enrollment is restricted to graduate students.,,210
Spring Quarter 2225,UCSC,MATH,Mathematics,Algebraic Topology,"Continuation of MATH10. Topics include theory of characteristic classes of vector bundles, cobordism theory, and homotopy theory.",5 units,5,5,"Prerequisite(s): MATH 200, MATH 201, and MATH 202 recommended as preparation. Enrollment is restricted to graduate students.",,211
Spring Quarter 2225,UCSC,MATH,Mathematics,Partial Differential Equations II,"Second course of the PDE series covering basically most of Part II in Evans' book and some topics in nonlinear PDE including Sobolev spaces, Sobolev inequalities, existence, regularity and a priori estimates of solutions to second order elliptic PDE, parabolic equations, hyperbolic equations and systems of conservation laws, and calculus of variations and its applications to PDE.",5 units,5,5,"Prerequisite(s): MATH 106, MATH 107, and MATH 213A are recommended as preparation. Enrollment is restricted to graduate students.",,213B
Spring Quarter 2225,UCSC,MATH,Mathematics,Algebraic Number Theory,"Topics include geometric methods in number theory, finiteness theorems, analogues of Riemann-Roch for algebraic fields (after A. Weil), inverse Galois problem (Belyi theorem) and consequences.",5 units,5,5,Enrollment is restricted to graduate students.,,222B
Spring Quarter 2225,UCSC,MATH,Mathematics,Algebraic Geometry II,"A continuation of course 223A. Topics include theory of schemes and sheaf cohomology, formulation of the Riemann-Roch theorem, birational maps, theory of surfaces. Weekly problem solving. MATH 223A is recommended as preparation.",5 units,5,5,Enrollment is restricted to graduate students.,,223B
Spring Quarter 2225,UCSC,MATH,Mathematics,Topics in Algebra,May be repeated for credit.,5 units,5,5,Enrollment is restricted to graduate students.,,281
Spring Quarter 2225,UCSC,MATH,Mathematics,Seminar,"A weekly seminar attended by faculty, graduate students, and upper-division undergraduate students. All graduate students are expected to attend.",0 units,0,0,Enrollment is restricted to graduate students.,,292
Spring Quarter 2225,UCSC,MATH,Mathematics,Special Student Seminar,Students and staff studying in an area where there is no specific course offering at that time.,5 units,5,5,Enrollment is restricted to graduate students.,,296
Spring Quarter 2225,UCSC,MERR,Merrill College,Fake News: Its History and Why We Need Critical Media Literacy,"Teaches students how to take skillful possession of their power as citizens by participating in community focused news literacy service learning projects. Recently, debates about fake news in entertainment, politics, and news media have centered on the threat American citizens' waning news literacy skills pose to the democratic process. Course develops those skills, focusing on critical thinking, the history of fake news and journalism, differences between journalism and fake news, news and propaganda, news and opinion, bias and fairness, assertion and verification, and evidence and inference. Integrates coursework into collaborative community engagement projects that seek to advance the community's news literacy skills.",5 units,5,5,,,60
Spring Quarter 2225,UCSC,MERR,Merrill College,Merrill Field Study Practicum,Offers Merrill students an opportunity for practical field study experience with preparation and support for practical skill development and critical reflection on service-learning experience.,2 units,2,2,,,90F
Spring Quarter 2225,UCSC,MERR,Merrill College,Research Skills for College and Beyond,"Focuses on exploration/development of skills for planning, study habits, research, networking, and communication skills for college, graduate and professional school, and beyond. Primary focus is on writing, public speaking, and academic and professional research.",2 units,2,2,,,180
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Functional Anatomy,A rigorous systems-based course in anatomy. Lectures provide an overview of functional anatomy at all levels from the systems to the tissues. Provides a mechanistic understanding of the structures of the body as a foundation for human-health oriented studies.,5 units,5,5,Prerequisite(s): BIOL 20A and BIOE 20B. Concurrent enrollment in METX 135L is required.,,135
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Molecular Biology and Microbial Genetics,"Introduces students to the field of molecular biology and microbial genetics. Covers the following topics: molecular mechanisms of DNA replication, transcription, translation, regulatory systems controlling replication, transcription, and translation; basic genetic principles with an emphasis on bacterial genetics; molecular biology and microbial genetics approaches used to understand the molecular mechanisms of interaction of microorganisms with their surroundings and other organisms; and experimental methods employing molecular biology and molecular genetics and biotechnology applications which have arisen from discoveries of bacterial mechanisms.",5 units,5,5,Prerequisite(s): BIOL 100 or BIOC 100A.,,140
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Advanced Bacteriology Laboratory,"Involves students in a research project that combines advanced molecular methods with classical microbiological ones to investigate a topic of interest in the field of microbiology. Students learn to formulate hypotheses, identify and follow protocols, and interpret results. This course requires familiarity with basic microbiological concepts and techniques.",5 units,5,5,"Prerequisite(s): METX 100 or METX 119 or METX 140, and METX 100L or METX 119L. Enrollment is restricted to juniors and seniors.",,141
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Advanced Bacteriology Laboratory,"Involves students in a research project that combines advanced molecular methods with classical microbiological ones to investigate a topic of interest in the field of microbiology. Students learn to formulate hypotheses, identify and follow protocols, and interpret results. This course requires familiarity with basic microbiological concepts and techniques.",5 units,5,5,"Prerequisite(s): METX 100 or METX 119 or METX 140, and METX 100L or METX 119L. Enrollment is restricted to juniors and seniors.",,141
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Molecular and Cellular Basis of Bacterial Pathogenesis,"Focuses on the molecular basis of bacterial pathogenesis with specific emphasis on gene expression, regulation, and ecology and evolution.",5 units,5,5,Enrollment is restricted to graduate students.Advanced undergraduates with extensive background in microbiology and biology may enroll with permission of instructor.,,210
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Scientific Communication in Microbiology and Environmental Toxicology A,"Introduces multiple forms of scientific presentation and communication to graduate students. Students learn to craft and deliver multiple types of written and visual communications, including formal and informal modes, on a topic developed as part of the class.",5 units,5,5,Prerequisite(s): METX 200. Enrollment is restricted to graduate students.,,245A
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Scientific Communication in Microbiology and Environmental Toxicology B,Continuation of METX 245A. Students develop and refine a capstone in-depth report in a written form and as an oral presentation.,5 units,5,5,Prerequisite(s): METX 245A. Enrollment is restricted to graduate students.,,245B
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Seminar in Global Health,"Required for all members of the Lin Lab and is open to undergraduate (by permission) and graduate students. Course meets once a week for a research seminar, journal club, and/or discussion. Each week, a member of the Lin Lab will present their current research project and other lab members will provide feedback and suggestions. Students may opt to present a journal club, a presentation on a published scientific article, in lieu of a presentation on their research project. (Formerly offered as Topics in Environmental Toxicology.) May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students; qualified upper-division science majors may enroll with instructor's permission.,,281A
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Topics in Environmental Microbiology,Seminar and discussion focusing on mechanism of microbial transformation of metals. Participants present results from their research projects in a seminar format. Relevant journal articles presented and discussed.,2 units,2,2,Enrollment is restricted to graduate students; qualified undergraduates may enroll with instructor's permission.,,281C
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Mechanisms of Virulence and Resistance to Infectious Disease,"Research seminar focusing on the mechanisms underlying host resistance or susceptibility to infectious diseases, and virulence strategies utilized by bacterial pathogens. Participants are required to present results from their own research and relevant journal articles. May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students. Qualified undergraduate students may enroll with instructor’s permission.,,281J
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Topics in Molecular Toxicology,"Seminar and discussion on the mechanisms of toxicity in DNA alkylating agents. Participants present results from their research, and relevant journal articles are discussed. May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students. Undergraduates may enroll with instructor's permission.,,281M
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Topics in Bacterial Pathogenesis,Intensive seminar focusing on mechanisms of bacterial pathogenesis of the ulcer-causing bacterium Helicobacter pylori. Participants are required to present results from their own research and relevant journal articles. May be repeated for credit.,2 units,2,2,Enrollment is restricted to graduate students; qualified undergraduates may enroll with permission of instructor.,,281O
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Origins and Applications of Human Gut Microbial Symbiosis,"Research seminar focusing on how beneficial and harmful bacterial species living in the human intestine compete with one another for nutrients in food, and how our immune systems influence the outcomes of these competitions. Emphasis is placed on the evolution of relationships between organisms. Discussion will include genetic, biochemical, bioinformatic, and immunological methods for advancing knowledge about the impacts of microbes on host health. Participants are required to present results from their own research, analyze current literature, and develop future aims for their studies. All lab members of the Patnode Lab are required to take this course. May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students. Qualified undergraduate students may enroll with instructor’s permission.,,281P
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Topics in Genome-Environment Interactions,Intensive research seminar focusing on the effects of exposure to environmental agents and multigenerational epigenetic inheritance of disease. Participants are required to present results from their own research and relevant journal articles. May be repeated for credit.,2 units,2,2,Enrollment is restricted to graduate students. Qualified undergraduate students may enroll with instructor’s permission.,,281R
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Cellular and Organismal Responses to Toxicants,"Intensive research seminar on the concepts, theory, and techniques in deriving physiologically based pharmacokinetic models of toxin exposure, metabolism, and efficacy of therapeutic treatment in mammalian models of human metal toxicity. May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students; qualified undergraduates may enroll with permission of instructor.,,281S
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Topics in Bacterial Pathogenesis and Innate Immunity,"Focuses on the interplay between the human gut bacterial pathogen Yersinia pseudotuberculosis and the innate immune system of the host. Participants are required to present the goals, results, and conclusions from their own research. Participation in the general discussion during others' presentations is also required. May be repeated for credit.",2 units,2,2,Enrollment is restricted to graduate students. Qualified undergraduates performing research under the supervision of the instructor may enroll with instructor's permission.,,281V
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Biofilms: Processes and Regulation,Intensive seminar series focusing on the most current work on genes and the processes that regulate biofilm development dynamics as well as on the recent developments on visualization of biofilms. Presentation and discussion based. May be repeated for credit.,2 units,2,2,Enrollment is restricted to graduate students. Qualified undergraduate students may enroll with instructor's permission.,,281Y
Spring Quarter 2225,UCSC,METX,Microbiology and Environmental Toxicology,Introductory Graduate Seminar,Weekly seminars by academic and research faculty on their areas of special interest. Students write weekly abstracts on articles covered by the seminars. This course can be taken for Satisfactory/Unsatisfactory credit only.,0 units,0,0,Enrollment is restricted to graduate students.,,292
Spring Quarter 2225,UCSC,MUSC,Music,University Concert Choir,"A study of selected works for mixed chorus, with emphasis on masterworks for chorus and orchestra, culminating in one or more public concerts. Familiarity with basic music notation recommended. Admission by audition with conductor prior to first class meeting. May be repeated for credit.",2 units,2,2,,,1C
Spring Quarter 2225,UCSC,MUSC,Music,Large Jazz Ensemble,Instruction in performance in large jazz ensembles with written arrangements. Prepares a specific repertory for public performance. Admission by audition with conductor prior to first class meeting. May be repeated for credit.,2 units,2,2,,,3
Spring Quarter 2225,UCSC,MUSC,Music,West Javanese Gamelan Ensemble: Beginning,Instruction in practice and performance of gamelan music from Java or Sunda. Preparation of several works for public presentation. May be repeated for credit.,2 units,2,2,,,5A
Spring Quarter 2225,UCSC,MUSC,Music,West Javanese Gamelan Ensemble: Intermediate,Instruction in practice and performance of gamelan music from Java or Sunda. Preparation of several works for public presentation. Attend first class meeting. May be repeated for credit.,2 units,2,2,,,5B
Spring Quarter 2225,UCSC,MUSC,Music,Beginning Balinese Gamelan,Instruction in Balinese gamelan. Utilizes pitched percussion instruments to learn highly ornate and complex pieces through rote learning; students are not required to read music. Focuses on traditional repertoire and basic gamelan techniques for public performance. Enrollment by permission of the instructor at the first class meeting. May be repeated for credit.,2 units,2,2,,,8A
Spring Quarter 2225,UCSC,MUSC,Music,Advanced Balinese Gamelan,Instruction in Balinese gamelan. Utilizes pitched percussion instruments to learn highly ornate and complex pieces through rote learning; students are not required to read music. Focuses on advanced traditional and contemporary repertoire for public performance. May be repeated for credit.,2 units,2,2,Prerequisite(s): MUSC 8A.,,8B
Spring Quarter 2225,UCSC,MUSC,Music,Wind Ensemble,"A study of selected advanced-level works for wind ensemble, culminating in one or more public concerts. Admission by audition with conductor prior to first class meeting. May be repeated for credit.",2 units,2,2,,,9
Spring Quarter 2225,UCSC,MUSC,Music,Introduction to World Music,"Covers topics reflecting distinctive features of selected world music cultures. Introduces content, scope, and method of ethnomusicology. Focuses on understanding the musical styles, performance practices, and cultural functions of these musical traditions. Incorporates live class performance of selected music.",5 units,5,5,,,11D
Spring Quarter 2225,UCSC,MUSC,Music,Mariachi Ensemble,"Focuses on the stylistic practice of mariachi music of Mexico. Centralizes efforts learning dance music as the son jalisciense, as well as popular singing genres that include the huapango, canción ranchera, corridos, and boleros. Students must have previous experience with music performance and applicable instruments. May be repeated for credit.",2 units,2,2,,,12
Spring Quarter 2225,UCSC,MUSC,Music,"Theory, Literature, and Musicianship III","Integrated musicianship, theory, and analysis. Chromatic harmony and large forms, with emphasis on late 18th- and early 19th-century styles. Prerequisite: MUSC 30B. Concurrent enrollment in MUSC 31 is required during all three MUSC 30-series sections (MUSC 30A, MUSC 30B, and MUSC 30C). (Formerly Theory, Literature, and Musicianship.)",5 units,5,5,Prerequisite: MUSC 30B. Concurrent enrollment in MUSC 31 is required.,,30C
Spring Quarter 2225,UCSC,MUSC,Music,Ear Training,"Weekly schedule will be coordinated with MUSC 30A, MUSC 30B, or MUSC 30C lecture materials. Emphasizes recognition of triad and dominant-seventh inversions, dictation of diatonic melodies, and aural analysis of simple diatonic interval and chord progressions. Most of the ear-training materials consist of homophonic and polyphonic examples from music literature performed live in class. Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required. May be repeated for credit.",2 units,2,2,"Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required.",,31
Spring Quarter 2225,UCSC,MUSC,Music,Ear Training,"Weekly schedule will be coordinated with MUSC 30A, MUSC 30B, or MUSC 30C lecture materials. Emphasizes recognition of triad and dominant-seventh inversions, dictation of diatonic melodies, and aural analysis of simple diatonic interval and chord progressions. Most of the ear-training materials consist of homophonic and polyphonic examples from music literature performed live in class. Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required. May be repeated for credit.",2 units,2,2,"Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required.",,31
Spring Quarter 2225,UCSC,MUSC,Music,Ear Training,"Weekly schedule will be coordinated with MUSC 30A, MUSC 30B, or MUSC 30C lecture materials. Emphasizes recognition of triad and dominant-seventh inversions, dictation of diatonic melodies, and aural analysis of simple diatonic interval and chord progressions. Most of the ear-training materials consist of homophonic and polyphonic examples from music literature performed live in class. Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required. May be repeated for credit.",2 units,2,2,"Concurrent enrollment in MUSC 30A, MUSC 30B, or MUSC 30C is required.",,31
Spring Quarter 2225,UCSC,MUSC,Music,Vocal Repertoire Class,"The study and performance of vocal repertoire from 1400 to the present, including solo song, oratorio, opera, ensemble music. Emphasis is given to the development of effective performance skills, culminating in public performance. Attend first class meeting; concurrent enrollment in individual voice lessons with instructor of this course is required. May be repeated for credit.",2 units,2,2,,,51
